item_id,source_file,source_sheet,source_row,original_name
RM-000220,B,조립 자재,334,OP BD (Atmega128)_FFC케이블 케넥트 수정 (신형)
RM-000221,A,26.03월,224,POWER_BD
RM-000221,B,조립 자재,113,POWER BD
RM-000222,A,26.03월,225,MAIN_BD
RM-000222,B,조립 자재,516,MAIN_BD
RM-000223,A,26.03월,226,리모콘_BD
RM-000223,B,조립 자재,517,리모콘_BD
RM-000224,A,26.03월,227,EXP_BD
RM-000224,B,조립 자재,518,EXP_BD
RM-000225,A,26.03월,228,BATCON_BD
RM-000225,B,조립 자재,519,BATCON_BD
RM-000226,A,26.03월,229,SOLO 하네스 1번
RM-000226,B,조립 자재,130,"12505HS-02+SORDER 200mm 스피커 2핀 
(하네스 4-1번) "
RM-000227,A,26.03월,230,SOLO 하네스 2번
RM-000227,B,조립 자재,223,"Battery BD 02 Wire Harness [12505HS-06]
[80mm] 탈착 BAT BD 연결 (하네스 11-1번)"
RM-000228,A,26.03월,231,SOLO 하네스 3번
RM-000228,B,조립 자재,324,"30핀 FFC CABLE 
(하네스 3번)"
RM-000229,A,26.03월,232,SOLO 하네스 4번
RM-000229,B,조립 자재,521,"Harness-02 
( BATCON BD + EXP BD 연결 _26AWG / 190mm )"
RM-000230,A,26.03월,233,TOP Body
RM-000230,B,조립 자재,481,Top_body _ 블랙 샌딩
RM-000231,A,26.03월,234,Bottom Body
RM-000231,B,조립 자재,482,Bottom Body _ 블랙 샌딩
RM-000232,A,26.03월,235,Main_Cone
RM-000232,B,조립 자재,490,Main_Cone _ 메탈릭 다크 그레이 도색
RM-000233,A,26.03월,236,Hand_Body
RM-000233,B,조립 자재,483,Hand_Body _ 블랙 샌딩
RM-000234,A,26.03월,237,Bat_Bottom
RM-000234,B,조립 자재,484,Bat_Bottom _ 블랙 샌딩
RM-000235,A,26.03월,238,Power Button
RM-000235,B,조립 자재,486,Power Button _ 블랙 샌딩
RM-000236,A,26.03월,239,Button Indicator
RM-000236,B,조립 자재,286,BUTTON INDICATOR
RM-000237,A,26.03월,240,LCD GUIDE
RM-000237,B,조립 자재,5,LCD GUIDE
RM-000238,A,26.03월,241,발생부_Guide
RM-000238,B,조립 자재,497,발생부 Guide _ 블랙 
RM-000239,A,26.03월,242,Lock Inner
RM-000239,B,조립 자재,494,"Lock Inner _ 블랙
"
RM-000240,A,26.03월,243,Lock Knob
RM-000240,B,조립 자재,487,Lock Knob _ 블랙 샌딩
RM-000241,A,26.03월,244,Front_CAP
RM-000241,B,조립 자재,488,Front_CAP _ 메탈릭 다크 그레이 도색
RM-000242,A,26.03월,245,연장 Cone
RM-000242,B,조립 자재,489,연장 Cone  _ 메탈릭 다크 그레이 도색
RM-000243,A,26.03월,246,Hand Top Cover
RM-000243,B,조립 자재,294,HAND TOP COVER 사출 
RM-000244,A,26.03월,247,Slide Switch
RM-000244,B,조립 자재,492,Slide Switch _ SKY BLUE 무광 도색
RM-000245,A,26.03월,248,Slide Switch Cap
RM-000245,B,조립 자재,493,Slide Switch Cap _ 레드무광 도색
RM-000246,A,26.03월,249,Shot_Button
RM-000246,B,조립 자재,491,Short_Button _ 메탈릭 다크 그레이 도색
RM-000247,A,26.03월,250,Shot_PCB_Guide
RM-000247,B,조립 자재,298,SHOT PCB GUIDE 사출 
RM-000248,A,26.03월,251,Bat_Bottom_Cover
RM-000248,B,조립 자재,485,Bat_Bottom_Cover _ 블랙 샌딩
RM-000249,A,26.03월,252,Aiming_Light_LED_아크릴
RM-000249,B,조립 자재,499,Aiming_Light _LED 확산 아크릴
RM-000250,A,26.03월,253,LCD_Window
RM-000250,B,조립 자재,502,LCD_창 (PC / 투명 )
RM-000251,A,26.03월,254,LCD_LED_확산_아크릴
RM-000251,B,조립 자재,501,LCD_LED 확산 아크릴
RM-000252,A,26.03월,255,광센서_유색_창
RM-000252,B,조립 자재,503,광센서_유색_창 (PC/스모그/퍼플)
RM-000253,A,26.03월,256,BAT_LED_확산_아크릴
RM-000253,B,조립 자재,500,BAT_LED 확산 아크릴
RM-000254,A,26.03월,257,LCD 터치가스켓
RM-000254,B,조립 자재,507,LCD 터치 가스켓 ( 8x8x7mm)
RM-000255,A,26.03월,258,마운트
RM-000256,A,26.03월,259,BAT BOTTOM RUBBER
RM-000256,B,조립 자재,303,BAT BOTTOM RUBBER
RM-000257,A,26.03월,260,에이밍 바디 뭉치
RM-000258,A,26.03월,261,아크릴 은경
RM-000258,B,조립 자재,152,아크릴 은경
RM-000259,A,26.03월,262,에이밍 LED 보드
RM-000259,B,조립 자재,510,"LED PCB 방열 가이드 _ 블랙 
"
RM-000260,A,26.03월,263,LED PCB 방열 가이드
RM-000260,B,조립 자재,510,"LED PCB 방열 가이드 _ 블랙 
"
RM-000261,A,26.03월,264,CTR B/D
RM-000261,B,조립 자재,515,CTR _BD
RM-000262,A,26.03월,265,"4.8"" LCD BD"
RM-000262,B,조립 자재,112,"4.8"" LCD  BD"
RM-000263,A,26.03월,266,POWER BD
RM-000263,B,조립 자재,113,POWER BD
RM-000264,A,26.03월,267,EX B/D
RM-000264,B,조립 자재,35,EX BD (듀얼) - 왼쪽
RM-000265,A,26.03월,268,NAVI BD
RM-000265,B,조립 자재,114,NAVI BD
RM-000266,A,26.03월,269,NAVI BD 사파리
RM-000266,B,조립 자재,111,NAVI BD _ 사파리용
RM-000267,A,26.03월,270,Carrier BD (구형 KONTRON)
RM-000267,B,조립 자재,201,Carrier B/D (구형 KONTRON)
RM-000268,A,26.03월,271,Carrier BD (신형 DFI)
RM-000268,B,조립 자재,202,Carrier B/D (신형 DFI)
RM-000269,A,26.03월,272,Module BD (구형 KONTRON)
RM-000269,B,조립 자재,117,Module BD _ KONTRON
RM-000270,A,26.03월,273,Module BD (신형 DFI)
RM-000270,B,조립 자재,119,Module BD _ DFI
RM-000271,A,26.03월,274,USB 메모리 BD (구형 KONTRON)
RM-000271,B,조립 자재,120,USB 메모리 BD _ KONTRON
RM-000272,A,26.03월,275,USB 메모리 BD (신형 DFI)
RM-000272,B,조립 자재,121,USB 메모리 BD _ DFI
RM-000273,A,26.03월,276,"5"" LCD"
RM-000273,B,조립 자재,98,"5"" LCD 판넬 (SHARF)"
RM-000274,A,26.03월,277,"4.8"" LCD"
RM-000274,B,조립 자재,99,"4.8"" LCD 판넬 (SAMSUNG)"
RM-000275,A,26.03월,278,Embedded PC 전원 (2핀)
RM-000275,B,조립 자재,129,Embedded PC 전원 -2핀 (케리어+CTR B/D 연결)
RM-000276,A,26.03월,279,리모콘 및 관전류 (4핀)
RM-000276,B,조립 자재,127,리모콘 및 관전류 -4핀
RM-000277,A,26.03월,280,USB Wire (4핀)
RM-000277,B,조립 자재,132,USB Wire -4핀 하네스
RM-000278,A,26.03월,281,NAVIGATION KEY (6핀)
RM-000278,B,조립 자재,126,NAVIGATION KEY -6핀
RM-000279,A,26.03월,282,RS422 통신 및 PC 전원 on/off (7핀)
RM-000279,B,조립 자재,128,RS422 통신 및 PC 전원 on/off  -7핀
RM-000280,A,26.03월,283,전원 및 EXP Wire (8핀)
RM-000280,B,조립 자재,125,전원 및 EXP Wire  -8핀
RM-000281,A,26.03월,284,LCD Wire (LVDS) (30핀)
RM-000281,B,조립 자재,124,LCD Wire (LVDS) -30핀
RM-000282,A,26.03월,285,LCD TOP
RM-000282,B,조립 자재,76,LCD TOP COVER
RM-000283,A,26.03월,286,LCD BOTTOM
RM-000283,B,조립 자재,77,LCD BOTTOM COVER
RM-000284,A,26.03월,287,LCD GUIDE
RM-000284,B,조립 자재,5,LCD GUIDE
RM-000285,A,26.03월,288,TOP
RM-000286,A,26.03월,289,BOTTOM
RM-000287,A,26.03월,290,BATTERY COVER
RM-000287,B,조립 자재,94,BATTERY COVER
RM-000288,A,26.03월,291,USB COVER
RM-000288,B,조립 자재,95,USB COVER
RM-000289,A,26.03월,292,POWER LED GUIDE
RM-000289,B,조립 자재,81,POWER LED GUIDE
RM-000290,A,26.03월,293,EX LED GUIDE
RM-000290,B,조립 자재,85,EX LED GUIDE
RM-000291,A,26.03월,294,GUIDE
RM-000291,B,조립 자재,5,LCD GUIDE
RM-000292,A,26.03월,295,GUIDE 스프레이 X
RM-000293,A,26.03월,296,HINGE GUIDE
RM-000293,B,조립 자재,88,HINGE GUIDE
RM-000294,A,26.03월,297,POWER BUTTON
RM-000294,B,조립 자재,8,POWER BUTTON
RM-000295,A,26.03월,298,POWER BUTTON 스프레이 X
RM-000295,B,조립 자재,8,POWER BUTTON
RM-000296,A,26.03월,299,EXPOSE BUTTON
RM-000296,B,조립 자재,84,EXPOSE BUTTON
RM-000297,A,26.03월,300,EXPOSE BUTTON 스프레이 X
RM-000297,B,조립 자재,84,EXPOSE BUTTON
RM-000298,A,26.03월,301,NAVI BUTTON (가운데)
RM-000298,B,조립 자재,82,NAVI BUTTON (가운데)
RM-000299,A,26.03월,302,NAVI BUTTON 스프레이 X (가운데)
RM-000299,B,조립 자재,82,NAVI BUTTON (가운데)
RM-000300,A,26.03월,303,NAVI KEY (방향)
RM-000300,B,조립 자재,83,NAVI KEY (방향)
RM-000301,A,26.03월,304,NAVI KEY 사파리 (방향)
RM-000301,B,조립 자재,97,NAVI KEY(방향) _ 사파리용
RM-000302,A,26.03월,305,NAVI KEY 스프레이 X (방향)
RM-000302,B,조립 자재,83,NAVI KEY (방향)
RM-000303,A,26.03월,306,FRONT CONE 일체형
RM-000303,B,조립 자재,90,FRONT CONE 일체형
RM-000304,A,26.03월,307,FRONT CONE 체결형
RM-000304,B,조립 자재,91,FRONT CONE 체결형
RM-000305,A,26.03월,308,20cm CONE
RM-000305,B,조립 자재,19,20cm CONE  
RM-000306,A,26.03월,309,15cm CONE
RM-000306,B,조립 자재,21,15cm CONE 
RM-000307,A,26.03월,310,히팅 싱크 구형 (일본 사용)
RM-000307,B,조립 자재,103,히팅 싱크 구형 (일본 사용)
RM-000308,A,26.03월,311,히팅 싱크 신형
RM-000308,B,조립 자재,106,히팅 싱크 신형
RM-000309,A,26.03월,312,방열 팬 구형 (일본 사용)
RM-000309,B,조립 자재,104,방열 팬 구형 (일본 사용) [1204KL-01W-B10 5V 0.1A]
RM-000310,A,26.03월,313,방열 팬 신형
RM-000310,B,조립 자재,107,방열 팬 신형 [HBD0401005SEM 5V 0.15A]
RM-000311,A,26.03월,314,히팅 패드
RM-000311,B,조립 자재,105,히팅 패드
RM-000312,A,26.03월,315,큰 페라이트
RM-000312,B,조립 자재,122,큰 페라이트 CAT-1730-0730 
RM-000313,A,26.03월,316,작은 페라이트
RM-000313,B,조립 자재,123,작은 페라이트 ZCAT-1325-0530 
RM-000314,A,26.03월,317,TP-LINK (WAN1000M)-동글
RM-000314,B,조립 자재,101,TP-LINK (WAN1000M)-동글
RM-000315,A,26.03월,318,ip TIME 무선 랜카드 [N100UM]
RM-000315,B,조립 자재,102,ip TIME 무선 랜카드 [N100UM]
RM-000316,A,26.03월,319,ELECOM WIFI (10DR)
RM-000316,B,조립 자재,109,ELECOM WIFI (10DR) [WDC-150SU2M]
RM-000317,A,26.03월,320,USB 메모리
RM-000317,B,조립 자재,100,16GB USB 메모리
RM-000318,A,26.03월,321,Q 클립
RM-000319,A,26.03월,322,L 클립
RM-000320,A,26.03월,323,HAND GUIDE
RM-000320,B,조립 자재,86,HAND GUIDE
RM-000321,A,26.03월,324,HAND STRAP -손잡이(터치펜)(유럽용)
RM-000321,B,조립 자재,96,"HAND STRAP [AL(Cr도금), SUS Φ2.0]-손잡이(터치펜)"
RM-000322,A,26.03월,325,HAND STRAP -손잡이(터치펜)
RM-000322,B,조립 자재,96,"HAND STRAP [AL(Cr도금), SUS Φ2.0]-손잡이(터치펜)"
RM-000323,A,26.03월,326,CTR B/D
RM-000323,B,조립 자재,515,CTR _BD
RM-000324,A,26.03월,327,CON BD
RM-000324,C,고압,207,V2.0.1
RM-000325,A,26.03월,328,LCD B/D
RM-000325,B,조립 자재,38,LCD BD 
RM-000326,A,26.03월,329,ETC CARRIER BD
RM-000326,B,조립 자재,198,ETC CARRIER BD (IEC-1000)
RM-000327,A,26.03월,330,ETC FRONT BD
RM-000327,B,조립 자재,177,ETC FRONT BD  (리모콘 포트 수정 신형 얇은것)
RM-000328,A,26.03월,331,Power Switch B/D
RM-000328,B,조립 자재,203,Power Switch B/D
RM-000329,A,26.03월,332,EX B/D
RM-000329,B,조립 자재,35,EX BD (듀얼) - 왼쪽
RM-000330,A,26.03월,333,관전류 B/D
RM-000330,B,조립 자재,208,관전류 B/D
RM-000331,A,26.03월,334,Battery Bridge B/D
RM-000331,B,조립 자재,206,Battery Bridge B/D
RM-000332,A,26.03월,335,Battery Connect B/D
RM-000332,B,조립 자재,207,Battery Connect B/D
RM-000333,A,26.03월,336,Cradle B/D
RM-000333,B,조립 자재,210,Cradle B/D
RM-000334,A,26.03월,337,스피커 2핀
RM-000334,B,조립 자재,130,"12505HS-02+SORDER 200mm 스피커 2핀 
(하네스 4-1번) "
RM-000335,A,26.03월,338,하네스 1번
RM-000335,B,조립 자재,212,"CTR, CURRENT, FRONT, PC BD연결 _ 하네스 1번
 [ 12505HS-06, 12505HS-04, 12505HS-03, 12505HS-02 (250mm, 140mm, 200mm) ] "
RM-000336,A,26.03월,339,하네스 2번
RM-000336,B,조립 자재,214,"PC, FRONT BD 연결 _  하네스 2번
[ 12505HS-04, USB-105 (70mm) ]"
RM-000337,A,26.03월,340,하네스 3번
RM-000337,B,조립 자재,215,"Power&Exp Connector Wire Harness 12pin [170mm,70mm] (하네스 3번)"
RM-000338,A,26.03월,341,하네스 5번
RM-000338,B,조립 자재,216,컬리메이터 LED Wire Harness 2pin [300mm] (하네스 5번)
RM-000339,A,26.03월,342,하네스 6번
RM-000339,B,조립 자재,217,PC 전원 케이블 [ SMH250-02 (130mm) ] _ 하네스 6번
RM-000340,A,26.03월,343,하네스 7번
RM-000340,B,조립 자재,218,"DF19G-20S-1C(0.5) (2EA) (160mm) (ADX6000s용)
LVDS 케이블 (하네스 7번)"
RM-000341,A,26.03월,344,하네스 9-1번
RM-000341,B,조립 자재,220,"Carrier Mini BD 케이블 _ 하네스 9-1번  
 [ 12505HS-03 (100mm) ]"
RM-000342,A,26.03월,345,하네스 10번
RM-000342,B,조립 자재,221,"PC, CTR BD 연결 _ 하네스 10번 
[ CHW0640-03, 1205HS-03 (130mm) ]"
RM-000343,A,26.03월,346,하네스 11번
RM-000343,B,조립 자재,222,"Battery BD 02 Wire Harness [4pin,2pin,Dual] [90mm,80mm] 탈착, 외부 BAT BD 연결 (하네스 11번)"
RM-000344,A,26.03월,347,하네스 14번
RM-000344,B,조립 자재,224,40pin FFC Cable (50mm) _ 하네스 14번
RM-000345,A,26.03월,348,Battery BD 01 Wire Harness (2핀)
RM-000345,B,조립 자재,225,Battery BD 01 Wire Harness 2pin [80mm]
RM-000346,A,26.03월,349,"4.3"" LCD (신형)"
RM-000346,B,조립 자재,193,"4.3"" LCD 판넬 (IEC-266 & IEC-1000 공용)"
RM-000347,A,26.03월,350,"4.3"" Module (신형)"
RM-000347,B,조립 자재,195,"4.3"" Module (IEC-1000 신형)"
RM-000348,A,26.03월,351,컬리메이터 TOP 사출
RM-000348,B,조립 자재,146,컬리메이터 TOP 사출
RM-000349,A,26.03월,352,컬리메이터 BOTTOM 사출
RM-000349,B,조립 자재,147,컬리메이터 Bottom 사출
RM-000350,A,26.03월,353,컬리메이터 FRONT 사출
RM-000350,B,조립 자재,154,컬리메이터 FRONT 사출
RM-000351,A,26.03월,354,컬리메이터 FRONT 사출
RM-000351,B,조립 자재,154,컬리메이터 FRONT 사출
RM-000352,A,26.03월,355,일체형 컬리메이터
RM-000353,A,26.03월,356,LCD Cover 사출
RM-000353,B,조립 자재,160,LCD Cover 사출 (white)
RM-000354,A,26.03월,357,LCD Inner Cover 사출
RM-000354,B,조립 자재,161,LCD Inner Cover 사출 
RM-000355,A,26.03월,358,LCD 힌지 사출 커버 TOP
RM-000355,B,조립 자재,162,LCD 힌지 사출 커버 TOP
RM-000356,A,26.03월,359,LCD 힌지 사출 커버 BOTTOM
RM-000356,B,조립 자재,163,LCD 힌지 사출 커버 BOTTOM
RM-000357,A,26.03월,360,LCD 사출 나사 커버
RM-000357,B,조립 자재,183,LCD 사출 나사 커버
RM-000358,A,26.03월,361,Main PC 거치대 사출
RM-000358,B,조립 자재,174,Main PC 거치대 사출
RM-000359,A,26.03월,362,BODY LEFT 사출
RM-000359,B,조립 자재,169,BODY LEFT 사출
RM-000360,A,26.03월,363,BODY LEFT 사출 배터리 커버
RM-000360,B,조립 자재,170,BODY LEFT 사출 배터리 커버
RM-000361,A,26.03월,364,BODY RIGHT 사출
RM-000361,B,조립 자재,181,BODY RIGHT 사출
RM-000362,A,26.03월,365,HANDLE LEFT 사출
RM-000362,B,조립 자재,184,HANDLE LEFT 사출
RM-000363,A,26.03월,366,HANDLE RIGHT 사출
RM-000363,B,조립 자재,182,HANDLE RIGHT 사출
RM-000364,A,26.03월,367,CRADLE TOP 사출
RM-000364,B,조립 자재,305,CRADLE BODY 사출
RM-000365,A,26.03월,368,CRADLE BOTTOM 사출
RM-000365,B,조립 자재,306,CRADLE BOTTOM 사출 
RM-000366,A,26.03월,369,CRADLE LED Guide 사출
RM-000366,B,조립 자재,188,크래들 LED Guide 사출
RM-000367,A,26.03월,370,리모콘 포트 가이드
RM-000367,B,조립 자재,178,리모콘 포트 가이드 
RM-000368,A,26.03월,371,Power Button 사출
RM-000368,B,조립 자재,172,Power Button 사출
RM-000369,A,26.03월,372,Black Deco Guide
RM-000369,B,조립 자재,171,Black Deco Guide
RM-000370,A,26.03월,373,EX Button 사출
RM-000370,B,조립 자재,185,EX Button 사출
RM-000371,A,26.03월,374,LCD 아크릴 가이드
RM-000371,B,조립 자재,166,LCD 아크릴 가이드 
RM-000372,A,26.03월,375,아크릴 투명 십자 panel
RM-000372,B,조립 자재,67,아크릴 투명 십자 Panel (66 x 66 mm)
RM-000373,A,26.03월,376,LCD HINGE
RM-000373,B,조립 자재,164,LCD HINGE
RM-000374,A,26.03월,377,Base Block
RM-000374,B,조립 자재,155,Base Block
RM-000375,A,26.03월,378,Bottom Block
RM-000376,A,26.03월,379,알루미늄 브라켓 6 hole
RM-000376,B,조립 자재,190,알루미늄 브라켓 6 hole
RM-000377,A,26.03월,380,CRADLE FOOT RUBBER
RM-000377,B,조립 자재,311,CRADLE FOOT RUBBER
RM-000378,A,26.03월,381,손잡이 핀
RM-000378,B,조립 자재,175,손잡이 핀
RM-000379,A,26.03월,382,중간 페라이트 코어
RM-000379,B,조립 자재,189,페라이트 코어 [ZCAT 1518-0730]
RM-000380,A,26.03월,383,LCD 배젤 스티커
RM-000380,B,조립 자재,167,LCD 배젤 스티커 
RM-000381,A,26.03월,384,Front Port Sticker
RM-000381,B,조립 자재,179,"Front Port Sticker 
(리모콘 포트 수정 신형)"
RM-000382,A,26.03월,385,LCD 힌지 가죽 커버
RM-000382,B,조립 자재,165,LCD 힌지 가죽 커버
RM-000383,A,26.03월,386,가죽 손잡이 (탈착배터리 터치펜 X)
RM-000383,B,조립 자재,191,가죽 손잡이 탈착배터리용 터치펜 O
RM-000384,A,26.03월,387,자석
RM-000385,A,26.03월,388,기본 배터리
RM-000385,B,조립 자재,377,"배터리 [PF435060HP]_DX3000,ADX4000W공용"
RM-000386,A,26.03월,389,내부 배터리
RM-000386,B,조립 자재,377,"배터리 [PF435060HP]_DX3000,ADX4000W공용"
RM-000387,A,26.03월,390,내부 배터리
RM-000387,B,조립 자재,304,내부 배터리 [PF605060HP]
RM-000388,A,26.03월,391,외부 배터리
RM-000388,B,조립 자재,304,내부 배터리 [PF605060HP]
RM-000389,A,26.03월,392,소형 외부배터리
RM-000389,B,조립 자재,379,소형 외부배터리 [PF435060HP]
RM-000390,A,26.03월,393,기본 배터리
RM-000391,A,26.03월,394,외부 배터리
RM-000391,B,조립 자재,379,소형 외부배터리 [PF435060HP]
RM-000392,A,26.03월,395,2구 AC코드 C타입
RM-000392,B,조립 자재,383,2구 AC코드 _ C 타입 [ 220V ]
RM-000393,A,26.03월,396,2구 AC코드 A타입
RM-000393,B,조립 자재,384,2구 AC코드 _ A 타입 [ 110V ]-일본향
RM-000394,A,26.03월,397,3구 접지 AC 코드
RM-000394,B,조립 자재,388,3구 접지 AC 코드_ F 타입 [ 220V 유럽용 ]
RM-000395,A,26.03월,398,3구 접지 AC 코드 A타입
RM-000395,B,조립 자재,389,3구 접지 AC코드 _ A 타입 [ 110V ]
RM-000396,A,26.03월,399,3구 접지 AC코드 B타입
RM-000396,B,조립 자재,385,3구 접지 AC 코드_ B 타입 [ 미국용 ]
RM-000397,A,26.03월,400,3구 접지 AC코드 I타입
RM-000397,B,조립 자재,386,"3구 접지 AC 코드_ I 타입 [ 호주,중국 공용 ]"
RM-000398,A,26.03월,401,3구 접지 AC코드 G타입
RM-000398,B,조립 자재,387,3구 접지 AC 코드_ G 타입 [ 영국용 ]
RM-000399,A,26.03월,402,2구 충전기
RM-000399,B,조립 자재,380,2구 충전기 [JBL910A1602K00]-220V
RM-000400,A,26.03월,403,3구 충전기
RM-000400,B,조립 자재,381,"3구 충전기 [미국,호주 공용]"
RM-000401,A,26.03월,404,20.7V 1.7A 충전기
RM-000402,A,26.03월,405,25.2V 1.7A 충전기
RM-000403,A,26.03월,406,15V 1.0A 충전기
RM-000403,B,조립 자재,380,2구 충전기 [JBL910A1602K00]-220V
RM-000404,A,26.03월,407,15V 1.0A 충전기
RM-000404,B,조립 자재,384,2구 AC코드 _ A 타입 [ 110V ]-일본향
RM-000405,A,26.03월,408,외부배터리 충전용 잭
RM-000405,B,조립 자재,420,변환 젠더 _ 외부배터리 충전용(공용)
RM-000406,A,26.03월,409,거치대
RM-000406,B,조립 자재,390,거치대 [ D-910 ]
RM-000407,A,26.03월,410,외부 배터리 와이어 케이블
RM-000408,A,26.03월,411,USB 2.0 CABLE
RM-000408,B,조립 자재,419,USB2.0 CABLE [PMM369-0200]-3M
RM-000409,A,26.03월,412,USB 2.0 CABLE
RM-000409,B,조립 자재,419,USB2.0 CABLE [PMM369-0200]-3M
RM-000410,A,26.03월,413,USB 2.0 CABLE
RM-000410,B,조립 자재,419,USB2.0 CABLE [PMM369-0200]-3M
RM-000411,A,26.03월,414,PC Link Cable
RM-000411,B,조립 자재,426,PC Link Cable
RM-000412,A,26.03월,415,외부 배터리 쪽 보드
RM-000412,B,조립 자재,222,"Battery BD 02 Wire Harness [4pin,2pin,Dual] [90mm,80mm] 탈착, 외부 BAT BD 연결 (하네스 11번)"
RM-000413,A,26.03월,416,가방+내부 FOAM(계란판)
RM-000413,B,조립 자재,448,가방+내부FOAM(계란판)  공용
RM-000414,A,26.03월,417,가방+내장재 X
RM-000415,A,26.03월,418,가방(로고 없는것)+내부 FOAM(계란판)
RM-000415,B,조립 자재,451,가방(로고 없는것 )+내부FOAM(계란판)
